  4.14  .618646534  76.8686781
  4.15  .620140849  77.3672789
  4.16  .621635164  77.8666237
  4.17  .623129479  78.3667082
  4.18  .624623795  78.8675285
  4.19  .62611811  79.3690804
  4.2  .627612425  79.87136
  4.21  .629106741  80.374363
  4.22  .630601056  80.8780857
  4.23  .632095371  81.3825239
  4.24  .633589687  81.8876736
  4.25  .635084002  82.393531
  4.26  .636578317  82.900092
  4.27  .638072632  83.4073527
  4.28  .639566948  83.9153092
  4.29  .641061263  84.4239576
  4.3  .642555578  84.933294
  4.31  .644049894  85.4433146
  4.32  .645544209  85.9540154
  4.33  .647038524  86.4653927
  4.34  .64853284  86.9774427
  4.35  .650027155  87.4901615
  4.36  .65152147  88.0035454
  4.37  .653015785  88.5175905
  4.38  .654510101  89.0322932
  4.39  .656004416  89.5476497
  4.4  .657498731  90.0636564
  4.41  .658993047  90.5803094
  4.42  .660487362  91.0976051
  4.43  .661981677  91.6155398
  4.44  .663475993  92.13411
  4.45  .664970308  92.6533119
  4.46  .666464623  93.1731419
  4.47  .667958938  93.6935965
  4.48  .669453254  94.2146719
  4.49  .670947569  94.7363648
  4.5  .672441884  95.2586715
  4.51  .6739362  95.7815884
  4.52  .675430515  96.3051121
  4.53  .67692483  96.829239
  4.54  .678419146  97.3539657
  4.55  .679913461  97.8792887
  4.56  .681407776  98.4052044
  4.57  .682902091  98.9317096
  4.58  .684396407  99.4588006
  4.59  .685890722  99.9864742
  4.6  .687385037  100.514727
  4.61  .688879353  101.043555
  4.62  .690373668  101.572956
  4.63  .691867983  102.102926
  4.64  .693362299  102.633461
  4.65  .694856614  103.164559
  4.66  .696350929  103.696216
  4.67  .697845244  104.228429
  4.68  .69933956  104.761194
  4.69  .700833875  105.294508
  4.7  .70232819  105.828369
  4.71  .703822506  106.362772
  4.72  .705316821  106.897714
  4.73  .706811136  107.433193
  4.74  .708305451  107.969205
  4.75  .709799767  108.505748
  4.76  .711294082  109.042816
  4.77  .712788397  109.580409
  4.78  .714282713  110.118522
  4.79  .715777028  110.657152
  4.8  .717271343  111.196297
  4.81  .718765659  111.735953
  4.82  .720259974  112.276117
  4.83  .721754289  112.816787
  4.84  .723248604  113.357958
  4.85  .72474292  113.899628
  4.86  .726237235  114.441795
  4.87  .72773155  114.984454
  4.88  .729225866  115.527604
  4.89  .730720181  116.07124
  4.9  .732214496  116.615361
  4.91  .733708812  117.159963
  4.92  .735203127  117.705043
  4.93  .736697442  118.250598
  4.94  .738191757  118.796626
  4.95  .739686073  119.343123
  4.96  .741180388  119.890087
  4.97  .742674703  120.437515
  4.98  .744169019  120.985403
  4.99  .745663334  121.53375
  5.  .747157649  122.082552
  5.01  .748651965  122.631807
  5.02  .75014628  123.181511
  5.03  .751640595  123.731662
  5.04  .75313491  124.282257
  5.05  .754629226  124.833294
  5.06  .756123541  125.384769
  5.07  .757617856  125.93668
  5.08  .759112172  126.489024
  5.09  .760606487  127.041799
  5.1  .762100802  127.595002
  5.11  .763595118  128.148629
  5.12  .765089433  128.70268
  5.13  .766583748  129.257149
  5.14  .768078063  129.812036
  5.15  .769572379  130.367338
  5.16  .771066694  130.923051
  5.17  .772561009  131.479174
  5.18  .774055325  132.035704
  5.19  .77554964  132.592637
  5.2  .777043955  133.149972
