 1  .643410027 -6.69683087E-18
 2  .643369278  0.
 3  .64332911  0.
 4  .643262237  4.46352841E-18
 5  .643168648 -1.56200765E-17
 6  .643048346  6.69306637E-18
 7  .642901334  8.92204829E-18
 8  .642727617  0.
 9  .642527204  0.
 10  .642300102  1.11421307E-17
 11  .642046321 -8.91018261E-18
 12  .641765871  1.11328632E-17
 13  .641458765  0.
 14  .641125015 -2.22434923E-18
 15  .640764634  4.44619781E-18
 16  .640377639  1.11087812E-17
 17  .639964045  1.33219278E-17
 18  .639523869 -2.21879414E-18
 19  .639057129 -2.21717481E-18
 20  .638563844  2.21546338E-18
 21  .638044034  1.10682996E-17
 22  .63749772  1.10588226E-17
 23  .636924924  0.
 24  .636325669  2.20769815E-18
 25  .635699979  0.
 26  .635047877 -4.40652984E-18
 27  .63436939  1.10045547E-17
 28  .633664544 -2.19846552E-18
 29  .632933366 -2.19592874E-18
 30  .632175882  1.09665034E-17
 31  .631392123 -4.38116295E-18
 32  .630582116 -2.1877712E-18
 33  .629745892  6.5546099E-18
 34  .62888348 -4.36375575E-18
 35  .627994913  0.
 36  .62708022  2.17562156E-18
 37  .626139433 -2.17235755E-17
 38  .625172586 -8.67601249E-18
 39  .624179709  1.29933503E-17
 40  .623160837 -1.08101173E-17
 41  .622116003  3.23759771E-18
 42  .621045238  2.15468351E-18
 43  .619948578 -7.52807547E-18
 44  .618826056  1.07349209E-18
 45  .617677705 -6.42900009E-18
 46  .616503559  4.27785279E-18
 47  .615303652  1.28085803E-17
 48  .614078017  1.06525555E-18
 49  .612826688 -1.06308484E-18
 50  .611549698  3.18260885E-18
 51  .610247079  1.05860993E-18
 52  .608918865 -3.16891755E-18
 53  .607565088 -1.05395742E-18
 54  .60618578 -1.15672117E-17
 55  .604780973  1.15404053E-17
 56  .603350699 -1.04664662E-17
 57  .601894988 -3.1323641E-18
 58  .600413871 -1.04155204E-18
 59  .598907378  2.07787738E-18
 60  .59737554 -7.25396961E-18
 61  .595818386  0.
 62  .594235945  5.15417522E-18
 63  .592628247 -3.0841384E-18
 64  .59099532 -4.10085382E-18
 65  .589337193 -4.08934826E-18
 66  .587653896  1.01941701E-18
 67  .585945457  0.
 68  .584211906  1.11479072E-17
 69  .582453273  1.01039537E-18
 70  .580669588 -4.02920466E-18
 71  .578860883 -1.00416356E-17
 72  .577027192  1.00098262E-18
 73  .575168547  7.98206705E-18
 74  .573284985  4.97245461E-18
 75  .571376544 -2.97354091E-18
 76  .569443264  1.18539192E-17
 77  .567485189  6.89100916E-18
 78  .565502365  3.92396091E-18
 79  .563494844 -6.84255414E-18
 80  .56146268 -7.79185994E-18
 81  .559405934  4.85207303E-18
 82  .557324669  9.66804187E-19
 83  .55521896  7.70521091E-18
 84  .553088884  0.
 85  .550934527  7.64575246E-18
 86  .548755986 -3.80775957E-18
 87  .546553364 -2.84435685E-18
 88  .544326776  1.88851287E-18
 89  .542076348 -6.58246797E-18
 90  .539802218  9.3640758E-18
 91  .537504538  4.6621087E-18
 92  .535183475  4.64197669E-18
 93  .532839208  5.5459721E-18
 94  .530471938  3.6808885E-18
 95  .528081879 -8.24468429E-18
 96  .525669267 -4.55945409E-18
 97  .523234358 -3.6306677E-18
 98  .52077743 -7.22723867E-18
 99  .518298784  1.79821014E-18
 100  .515798745  0.
 101  .513277664  9.79434295E-18
 102  .510735921  5.31591355E-18
 103  .508173924  0.
 104  .505592109 -3.50825E-18
 105  .502990948 -3.49020082E-18
 106  .500370943  5.64203394E-18
 107  .497732632 -4.74885665E-18
 108  .495076589 -5.15292589E-18
 109  .492403424 -3.41673512E-18
 110  .489713786  2.123795E-18
 111  .487008367 -2.95688697E-18
 112  .484287897  4.20052792E-18
 113  .48155315  2.92376544E-18
 114  .478804943 -4.15297088E-18
 115  .476044137 -3.71612223E-18
 116  .473271642 -3.89972828E-18
 117  .470488411  4.28487828E-18
 118  .467695446 -2.43396681E-18
 119  .464893797 -3.22584873E-18
 120  .462084565  3.00595854E-18
 121  .459268897  3.08723008E-18
 122  .456447993  5.44370096E-18
 123  .453623101  5.45919258E-18
 124  .450795521 -2.8347702E-18
 125  .447966605  1.37206398E-18
 126  .445137752 -5.79143181E-18
 127  .442310417 -1.91821566E-19
 128  .439486101 -3.81193428E-19
 129  .436666358 -1.04155615E-18
 130  .433852792  2.76350682E-18
